sample_rate,channels,duration_sec,format,file_name,species_name,tier
44100,1,7.700317460317461,MP3,Tettigonia_viridissima_IN232318640_1146207.mp3,Tettigonia_viridissima,tier_2
44100,1,17.136326530612244,MP3,Pterophylla_camellifolia_IN231749526_1143561.mp3,Pterophylla_camellifolia,tier_1
44100,1,22.360816326530614,MP3,Pterophylla_camellifolia_IN232427904_1146688.mp3,Pterophylla_camellifolia,tier_1
44100,1,56.360249433106574,MP3,Allonemobius_tinnulus_IN232246394_1145860.mp3,Allonemobius_tinnulus,tier_4
44100,1,13.781337868480726,MP3,Pterophylla_camellifolia_IN28906594_43660.mp3,Pterophylla_camellifolia,tier_1
32000,1,20.672,MP3,Neocurtilla_hexadactyla_IN95445191_307374.mp3,Neocurtilla_hexadactyla,tier_3
44100,1,24.86857142857143,MP3,Pterophylla_camellifolia_IN185976164_823965.mp3,Pterophylla_camellifolia,tier_1
44100,1,96.22349206349206,MP3,Pterophylla_camellifolia_IN179620298_797535.mp3,Pterophylla_camellifolia,tier_1
44100,1,10.626031746031746,MP3,Oecanthus_dulcisonans_IN232318643_1146221.mp3,Oecanthus_dulcisonans,tier_3
44100,1,7.894784580498866,MP3,Ruspolia_nitidula_IN231583167_1142993.mp3,Ruspolia_nitidula,tier_3
44100,1,16.275736961451248,WAV,Oecanthus_rileyi_IN177238240_787893.wav,Oecanthus_rileyi,tier_3
44100,1,17.159546485260773,MP3,Pterophylla_camellifolia_IN231952844_1144491.mp3,Pterophylla_camellifolia,tier_1
44100,1,12.051156462585034,MP3,Omocestus_viridulus_IN231860915_1144043.mp3,Omocestus_viridulus,tier_3
44100,1,15.766349206349206,MP3,Trimerotropis_verruculata_IN230658681_1138766.mp3,Trimerotropis_verruculata,tier_4
44100,1,21.199818594104308,MP3,Microcentrum_rhombifolium_IN232432029_1146700.mp3,Microcentrum_rhombifolium,tier_2
48000,1,1.984,MP3,Amblycorypha_oblongifolia_IN231608308_1143058.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,13.699773242630386,MP3,Roeseliana_roeselii_IN231639781_1143152.mp3,Roeseliana_roeselii,tier_2
48000,1,10.21075,MP3,Pterophylla_camellifolia_IN231299175_1141793.mp3,Pterophylla_camellifolia,tier_1
44100,1,27.329886621315193,MP3,Pterophylla_camellifolia_IN403334_515.mp3,Pterophylla_camellifolia,tier_1
44100,1,14.44281179138322,MP3,Pterophylla_camellifolia_IN130728675_520178.mp3,Pterophylla_camellifolia,tier_1
44100,1,17.832925170068027,MP3,Chorthippus_biguttulus_IN231457535_1142485.mp3,Chorthippus_biguttulus,tier_2
44100,1,9.868480725623582,MP3,Pterophylla_camellifolia_IN227672804_1123507.mp3,Pterophylla_camellifolia,tier_1
44100,1,5.5495691609977325,MP3,Hapithus_saltator_IN133148830_529367.mp3,Hapithus_saltator,tier_3
44100,1,12.596326530612245,WAV,Oecanthus_fultoni_IN231734377_1143465.wav,Oecanthus_fultoni,tier_3
44100,1,18.204444444444444,WAV,Neocurtilla_hexadactyla_IN133776974_531362.wav,Neocurtilla_hexadactyla,tier_3
48000,1,12.566354166666667,MP3,Pterophylla_camellifolia_IN230495512_1137973.mp3,Pterophylla_camellifolia,tier_1
44100,1,10.443174603174603,WAV,Oecanthus_fultoni_IN231476307_1142574.wav,Oecanthus_fultoni,tier_3
48000,1,12.300979166666666,MP3,Nemobius_sylvestris_IN232107528_1145128.mp3,Nemobius_sylvestris,tier_3
44100,1,23.057414965986396,MP3,Gomphocerus_sibiricus_IN232468918_1146880.mp3,Gomphocerus_sibiricus,tier_3
44100,1,32.879455782312924,WAV,Hapithus_saltator_IN232354398_139533.wav,Hapithus_saltator,tier_3
48000,1,37.656979166666666,MP3,Eunemobius_carolinus_IN435132_563.mp3,Eunemobius_carolinus,tier_3
44100,1,20.78185941043084,MP3,Pterophylla_camellifolia_IN228153752_1126018.mp3,Pterophylla_camellifolia,tier_1
48000,1,23.829333333333334,MP3,Microcentrum_rhombifolium_IN188621179_835467.mp3,Microcentrum_rhombifolium,tier_2
44100,1,11.563537414965987,MP3,Oecanthus_rileyi_IN181954877_807229.mp3,Oecanthus_rileyi,tier_3
48000,1,15.176,MP3,Pterophylla_camellifolia_IN232150884_1145340.mp3,Pterophylla_camellifolia,tier_1
44100,1,5.851428571428571,MP3,Velarifictorus_micado_IN136107980_539824.mp3,Velarifictorus_micado,tier_3
44100,1,4.896507936507937,MP3,Oecanthus_dulcisonans_IN232318630_1146205.mp3,Oecanthus_dulcisonans,tier_3
44100,1,5.896417233560091,WAV,Oecanthus_rileyi_IN134638750_534276.wav,Oecanthus_rileyi,tier_3
44100,1,9.914920634920636,WAV,Pterophylla_camellifolia_IN229410937_1132618.wav,Pterophylla_camellifolia,tier_1
44100,1,21.478458049886623,MP3,Oecanthus_pellucens_IN231470435_1142536.mp3,Oecanthus_pellucens,tier_2
44100,1,22.894875283446712,MP3,Pterophylla_camellifolia_IN229412004_1132621.mp3,Pterophylla_camellifolia,tier_1
44100,1,15.62702947845805,MP3,Orchelimum_nigripes_IN232058843_1144934.mp3,Orchelimum_nigripes,tier_3
48000,1,13.52,MP3,Oecanthus_latipennis_IN231461055_1142500.mp3,Oecanthus_latipennis,tier_4
44100,1,6.684444444444445,MP3,Platycleis_sabulosa_IN232318616_1146035.mp3,Platycleis_sabulosa,tier_4
44100,1,5.961836734693877,MP3,Oecanthus_dulcisonans_IN232318617_1146049.mp3,Oecanthus_dulcisonans,tier_3
44100,1,8.312743764172335,MP3,Pterophylla_camellifolia_IN231946676_1144441.mp3,Pterophylla_camellifolia,tier_1
44100,1,19.82984126984127,MP3,Pterophylla_camellifolia_IN226085313_1114631.mp3,Pterophylla_camellifolia,tier_1
44100,1,8.846802721088435,MP3,Pterophylla_camellifolia_IN177089944_787284.mp3,Pterophylla_camellifolia,tier_1
44100,1,10.797278911564625,MP3,Neocurtilla_hexadactyla_IN91890695_294450.mp3,Neocurtilla_hexadactyla,tier_3
44100,1,45.41823129251701,MP3,Tettigonia_viridissima_IN231696561_1143344.mp3,Tettigonia_viridissima,tier_2
44100,1,23.80952380952381,WAV,Oecanthus_fultoni_IN231473119_1142553.wav,Oecanthus_fultoni,tier_3
48000,1,10.083333333333334,WAV,Conocephalus_fuscus_IN231711588_1143861.wav,Conocephalus_fuscus,tier_3
44100,1,50.976507936507936,WAV,Oecanthus_rileyi_IN231474351_1142561.wav,Oecanthus_rileyi,tier_3
44100,1,34.23453514739229,MP3,Allonemobius_tinnulus_IN132863076_528381.mp3,Allonemobius_tinnulus,tier_4
44100,1,25.58800453514739,MP3,Allonemobius_tinnulus_IN132488142_527241.mp3,Allonemobius_tinnulus,tier_4
44100,1,12.887074829931972,MP3,Oecanthus_latipennis_IN231946753_1144506.mp3,Oecanthus_latipennis,tier_4
44100,1,10.077460317460318,MP3,Anaxipha_vernalis_IN218527400_1062382.mp3,Anaxipha_vernalis,tier_4
44100,1,13.931972789115646,MP3,Pterophylla_camellifolia_IN232622785_1147455.mp3,Pterophylla_camellifolia,tier_1
44100,1,6.733786848072563,MP3,Anaxipha_vernalis_IN122666284_477433.mp3,Anaxipha_vernalis,tier_4
44100,1,19.481541950113378,MP3,Pterophylla_camellifolia_IN93637926_301291.mp3,Pterophylla_camellifolia,tier_1
44100,1,5.154829931972789,MP3,Pterophylla_camellifolia_IN222570319_1092598.mp3,Pterophylla_camellifolia,tier_1
48000,1,25.557333333333332,MP3,Microcentrum_rhombifolium_IN188621180_835468.mp3,Microcentrum_rhombifolium,tier_2
44100,1,11.122358276643991,MP3,Tettigonia_cantans_IN232070320_1144981.mp3,Tettigonia_cantans,tier_2
48000,1,21.013333333333332,MP3,Pterophylla_camellifolia_IN231540704_1142839.mp3,Pterophylla_camellifolia,tier_1
48000,1,8.064,MP3,Pterophylla_camellifolia_IN230215770_1136410.mp3,Pterophylla_camellifolia,tier_1
44100,1,19.294331065759636,WAV,Chorthippus_brunneus_IN232314606_1146210.wav,Chorthippus_brunneus,tier_2
44100,1,7.732244897959184,MP3,Pterophylla_camellifolia_IN230655222_1138747.mp3,Pterophylla_camellifolia,tier_1
44100,1,17.182766439909297,MP3,Pholidoptera_griseoaptera_IN232542335_1147117.mp3,Pholidoptera_griseoaptera,tier_2
44100,1,19.00018140589569,MP3,Tettigonia_viridissima_IN229871300_1134792.mp3,Tettigonia_viridissima,tier_2
44100,1,20.82829931972789,MP3,Omocestus_viridulus_IN231861235_1144046.mp3,Omocestus_viridulus,tier_3
44100,1,12.956734693877552,MP3,Chorthippus_biguttulus_IN225903522_1113434.mp3,Chorthippus_biguttulus,tier_2
44100,1,31.13795918367347,MP3,Pterophylla_camellifolia_IN231125475_1140973.mp3,Pterophylla_camellifolia,tier_1
44100,1,12.19047619047619,MP3,Amblycorypha_oblongifolia_IN183770302_814566.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,25.077551020408162,MP3,Pholidoptera_griseoaptera_IN230527628_1138158.mp3,Pholidoptera_griseoaptera,tier_2
48000,1,18.078708333333335,WAV,Bicolorana_bicolor_IN231074429_1140727.wav,Bicolorana_bicolor,tier_3
44100,1,31.43981859410431,MP3,Pterophylla_camellifolia_IN139653828_553001.mp3,Pterophylla_camellifolia,tier_1
44100,1,19.260952380952382,WAV,Pterophylla_camellifolia_IN230208245_1136377.wav,Pterophylla_camellifolia,tier_1
48000,1,7.496791666666667,MP3,Pseudochorthippus_parallelus_IN221831477_1087415.mp3,Pseudochorthippus_parallelus,tier_2
44100,1,16.973786848072564,MP3,Pterophylla_camellifolia_IN229611699_1133550.mp3,Pterophylla_camellifolia,tier_1
44100,1,52.52063492063492,WAV,Roeseliana_roeselii_IN230718361_1139035.wav,Roeseliana_roeselii,tier_2
44100,1,13.256009070294784,MP3,Eumodicogryllus_bordigalensis_IN225453876_1110873.mp3,Eumodicogryllus_bordigalensis,tier_2
44100,1,24.56671201814059,MP3,Pterophylla_camellifolia_IN230933718_1140077.mp3,Pterophylla_camellifolia,tier_1
44100,1,8.150204081632653,MP3,Pterophylla_camellifolia_IN229179265_1131560.mp3,Pterophylla_camellifolia,tier_1
44100,1,7.662585034013605,MP3,Neoxabea_bipunctata_IN229820405_1134489.mp3,Neoxabea_bipunctata,tier_4
44100,1,10.7740589569161,MP3,Oecanthus_fultoni_IN129236767_513321.mp3,Oecanthus_fultoni,tier_3
44100,1,32.75174603174603,WAV,Pterophylla_camellifolia_IN176034322_782838.wav,Pterophylla_camellifolia,tier_1
44100,1,7.453605442176871,MP3,Orchelimum_nigripes_IN178233436_792025.mp3,Orchelimum_nigripes,tier_3
44100,1,7.986213151927438,WAV,Pterophylla_camellifolia_IN228916574_1130183.wav,Pterophylla_camellifolia,tier_1
44100,1,29.99986394557823,MP3,Gryllus_campestris_IN229871297_1134781.mp3,Gryllus_campestris,tier_2
48000,1,12.928,MP3,Amblycorypha_oblongifolia_IN230840988_1139660.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,5.131609977324263,MP3,Tettigonia_cantans_IN230114565_1135961.mp3,Tettigonia_cantans,tier_2
48000,1,7.367020833333333,MP3,Pterophylla_camellifolia_IN230894305_1139860.mp3,Pterophylla_camellifolia,tier_1
44100,1,14.0,MP3,Chorthippus_biguttulus_IN229871283_1134772.mp3,Chorthippus_biguttulus,tier_2
44100,1,34.71383219954649,MP3,Roeseliana_roeselii_IN225989856_1114107.mp3,Roeseliana_roeselii,tier_2
44100,1,10.750839002267574,MP3,Neoconocephalus_ensiger_IN232609656_1147383.mp3,Neoconocephalus_ensiger,tier_3
8000,1,28.8,MP3,Roeseliana_roeselii_IN225583122_1111580.mp3,Roeseliana_roeselii,tier_2
44100,1,8.266303854875284,MP3,Oecanthus_pellucens_IN230829703_1139606.mp3,Oecanthus_pellucens,tier_2
48000,1,7.536,WAV,Oecanthus_pellucens_IN230595334_1138464.wav,Oecanthus_pellucens,tier_2
44100,1,11.865396825396825,WAV,Pterophylla_camellifolia_IN185503607_821871.wav,Pterophylla_camellifolia,tier_1
44100,1,20.54965986394558,MP3,Platycleis_albopunctata_IN230362279_1137269.mp3,Platycleis_albopunctata,tier_3
44100,1,26.354648526077096,MP3,Pterophylla_camellifolia_IN228556067_1128068.mp3,Pterophylla_camellifolia,tier_1
44100,1,12.051156462585034,MP3,Arcyptera_fusca_IN230064666_1135718.mp3,Arcyptera_fusca,tier_3
44100,1,8.428843537414966,MP3,Pterophylla_camellifolia_IN230645191_1138675.mp3,Pterophylla_camellifolia,tier_1
48000,1,3.8613333333333335,MP3,Amblycorypha_oblongifolia_IN231256550_1141638.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,23.057414965986396,MP3,Acheta_domesticus_IN231151312_1141104.mp3,Acheta_domesticus,tier_3
44100,1,3.8080725623582765,MP3,Stenobothrus_rubicundulus_IN231847013_1145646.mp3,Stenobothrus_rubicundulus,tier_4
44100,1,12.108004535147392,MP3,Tettigonia_caudata_IN225277781_1109782.mp3,Tettigonia_caudata,tier_4
48000,1,13.269333333333334,MP3,Amblycorypha_oblongifolia_IN230844856_1139669.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,10.681179138321996,MP3,Roeseliana_roeselii_IN225702629_1112301.mp3,Roeseliana_roeselii,tier_2
48000,1,9.130666666666666,WAV,Chrysochraon_dispar_IN229326268_1132228.wav,Chrysochraon_dispar,tier_3
44100,1,36.17668934240363,MP3,Pterophylla_camellifolia_IN174607537_776893.mp3,Pterophylla_camellifolia,tier_1
44100,1,26.749387755102042,MP3,Roeseliana_roeselii_IN230070078_1135768.mp3,Roeseliana_roeselii,tier_2
44100,1,14.000408163265305,MP3,Nemobius_sylvestris_IN229871293_1134780.mp3,Nemobius_sylvestris,tier_3
44100,1,19.82984126984127,WAV,Pterophylla_camellifolia_IN87660387_277535.wav,Pterophylla_camellifolia,tier_1
48000,1,3.4133333333333336,MP3,Amblycorypha_oblongifolia_IN230858874_1139724.mp3,Amblycorypha_oblongifolia,tier_3
44100,1,13.212154195011339,MP3,Tettigonia_viridissima_IN231257620_1141641.mp3,Tettigonia_viridissima,tier_2
44100,1,31.950657596371883,MP3,Oecanthus_pellucens_IN231150998_1141101.mp3,Oecanthus_pellucens,tier_2
44100,1,12.32,WAV,Oecanthus_pellucens_IN231056213_1140674.wav,Oecanthus_pellucens,tier_2
44100,1,10.727619047619047,MP3,Oecanthus_pellucens_IN230947760_1140162.mp3,Oecanthus_pellucens,tier_2
44100,1,4.922630385487528,MP3,Pholidoptera_griseoaptera_IN230069887_1135765.mp3,Pholidoptera_griseoaptera,tier_2
44100,1,10.379319727891156,MP3,Pterophylla_camellifolia_IN228560547_1128105.mp3,Pterophylla_camellifolia,tier_1
44100,1,7.314285714285714,MP3,Roeseliana_roeselii_IN227991317_1125202.mp3,Roeseliana_roeselii,tier_2
44100,1,7.592925170068027,MP3,Roeseliana_roeselii_IN229233886_1131846.mp3,Roeseliana_roeselii,tier_2
44100,1,5.990748299319728,MP3,Pholidoptera_griseoaptera_IN229554569_1133256.mp3,Pholidoptera_griseoaptera,tier_2
44100,1,5.804988662131519,MP3,Roeseliana_roeselii_IN229038539_1130873.mp3,Roeseliana_roeselii,tier_2
48000,1,24.490666666666666,MP3,Gryllus_veletis_IN226275169_1115783.mp3,Gryllus_veletis,tier_3
44100,1,22.99936507936508,WAV,Pterophylla_camellifolia_IN130729584_520184.wav,Pterophylla_camellifolia,tier_1
44100,1,8.93968253968254,MP3,Eumodicogryllus_bordigalensis_IN224926723_1107632.mp3,Eumodicogryllus_bordigalensis,tier_2
44100,1,19.000476190476192,MP3,Pseudochorthippus_parallelus_IN229871284_1134773.mp3,Pseudochorthippus_parallelus,tier_2
44100,1,7.509954648526077,MP3,Oecanthus_dulcisonans_IN232318624_1146191.mp3,Oecanthus_dulcisonans,tier_3
44100,1,22.407256235827663,MP3,Omocestus_viridulus_IN230964346_1140257.mp3,Omocestus_viridulus,tier_3
48000,1,9.237333333333334,MP3,Eunemobius_carolinus_IN229557990_1133289.mp3,Eunemobius_carolinus,tier_3
48000,1,24.94,WAV,Orchelimum_silvaticum_IN185647753_1141359.wav,Orchelimum_silvaticum,tier_4
48000,1,12.958333333333334,WAV,Oecanthus_pellucens_IN229648054_1133741.wav,Oecanthus_pellucens,tier_2
44100,1,37.2215873015873,MP3,Tettigonia_cantans_IN226535811_1117104.mp3,Tettigonia_cantans,tier_2
44100,1,17.36,WAV,Pterophylla_camellifolia_IN230409908_1137474.wav,Pterophylla_camellifolia,tier_1
44100,1,7.801904761904762,MP3,Allonemobius_tinnulus_IN230967882_1140269.mp3,Allonemobius_tinnulus,tier_4
44100,1,5.456689342403628,MP3,Phaneroptera_nana_IN229613611_1133559.mp3,Phaneroptera_nana,tier_3
44100,1,14.396371882086168,MP3,Roeseliana_roeselii_IN228054061_1125493.mp3,Roeseliana_roeselii,tier_2
44100,1,12.399455782312925,MP3,Roeseliana_roeselii_IN228804014_1129440.mp3,Roeseliana_roeselii,tier_2
44100,1,42.91047619047619,MP3,Tettigonia_viridissima_IN228059249_1125527.mp3,Tettigonia_viridissima,tier_2
44100,1,7.082086167800454,MP3,Chorthippus_brunneus_IN229038557_1130874.mp3,Chorthippus_brunneus,tier_2
48000,1,12.972208333333333,WAV,Oecanthus_pellucens_IN229783679_1134354.wav,Oecanthus_pellucens,tier_2
44100,1,6.664126984126984,MP3,Eunemobius_carolinus_IN227224081_1121118.mp3,Eunemobius_carolinus,tier_3
44100,1,31.834557823129252,MP3,Ornebius_aperta_IN228502439_1127797.mp3,Ornebius_aperta,tier_4
48000,1,10.602666666666666,MP3,Chorthippus_apricarius_IN230829047_1139603.mp3,Chorthippus_apricarius,tier_3
44100,1,7.801904761904762,MP3,Pterophylla_camellifolia_IN227227983_1121157.mp3,Pterophylla_camellifolia,tier_1
32000,1,25.184,MP3,Isophya_modesta_IN224061242_1102483.mp3,Isophya_modesta,tier_4
44100,1,14.001632653061224,MP3,Pholidoptera_griseoaptera_IN227831724_1124375.mp3,Pholidoptera_griseoaptera,tier_2
44100,1,22.593015873015872,WAV,Acheta_domesticus_IN231091698_1140778.wav,Acheta_domesticus,tier_3
44100,1,10.913378684807256,MP3,Tettigonia_viridissima_IN229579277_1133405.mp3,Tettigonia_viridissima,tier_2
44100,1,29.744761904761905,MP3,Poecilimon_ornatus_IN227352404_1122013.mp3,Poecilimon_ornatus,tier_3
44100,1,8.051133786848073,MP3,Chorthippus_brunneus_IN226197110_1115236.mp3,Chorthippus_brunneus,tier_2
44100,1,20.038820861678005,MP3,Pseudochorthippus_parallelus_IN230114551_1135959.mp3,Pseudochorthippus_parallelus,tier_2
44100,1,68.10412698412698,MP3,Ornebius_aperta_IN228502456_1127798.mp3,Ornebius_aperta,tier_4
44100,1,27.74784580498866,MP3,Gryllus_veletis_IN219445806_1069833.mp3,Gryllus_veletis,tier_3
44100,1,10.24,WAV,Pterophylla_camellifolia_IN227675262_1123534.wav,Pterophylla_camellifolia,tier_1
96000,1,10.60565625,WAVEX,Pterophylla_camellifolia_IN227130340_1120621.wav,Pterophylla_camellifolia,tier_1
44100,1,9.450521541950113,MP3,Eunemobius_carolinus_IN227225555_1121135.mp3,Eunemobius_carolinus,tier_3
44100,1,10.843718820861678,MP3,Roeseliana_roeselii_IN227985136_1125163.mp3,Roeseliana_roeselii,tier_2
44100,1,14.605351473922903,MP3,Roeseliana_roeselii_IN229225377_1131792.mp3,Roeseliana_roeselii,tier_2
44100,1,32.87800453514739,WAV,Pseudochorthippus_parallelus_IN227793906_1124194.wav,Pseudochorthippus_parallelus,tier_2
44100,1,17.0,WAV,Svercus_palmetorum_IN229289226_1132784.wav,Svercus_palmetorum,tier_3
44100,1,5.642448979591837,MP3,Pterophylla_camellifolia_IN227747352_1123915.mp3,Pterophylla_camellifolia,tier_1
44100,1,22.105396825396827,MP3,Neoconocephalus_retusus_IN60677748_138282.mp3,Neoconocephalus_retusus,tier_3
44100,1,10.541859410430838,MP3,Neoconocephalus_ensiger_IN227689029_1123585.mp3,Neoconocephalus_ensiger,tier_3
44100,1,10.913378684807256,MP3,Chorthippus_apricarius_IN225990040_1114114.mp3,Chorthippus_apricarius,tier_3
44100,1,3.924172335600907,MP3,Pterophylla_camellifolia_IN226597512_1117498.mp3,Pterophylla_camellifolia,tier_1
44100,1,14.55891156462585,MP3,Chorthippus_brunneus_IN227511605_1122789.mp3,Chorthippus_brunneus,tier_2
44100,1,13.188934240362812,MP3,Roeseliana_roeselii_IN228805397_1129468.mp3,Roeseliana_roeselii,tier_2
48000,1,6.706333333333333,MP3,Pterophylla_camellifolia_IN227528549_1122859.mp3,Pterophylla_camellifolia,tier_1
44100,1,35.851609977324266,MP3,Tettigonia_viridissima_IN228313861_1126853.mp3,Tettigonia_viridissima,tier_2
48000,1,7.44,WAV,Decticus_verrucivorus_IN229472447_1132798.wav,Decticus_verrucivorus,tier_3
44100,1,8.196643990929704,MP3,Roeseliana_roeselii_IN227989261_1125189.mp3,Roeseliana_roeselii,tier_2
96000,1,10.3881875,WAVEX,Oecanthus_fultoni_IN229172979_1131546.wav,Oecanthus_fultoni,tier_3
48000,1,24.661333333333335,MP3,Oecanthus_pellucens_IN227059676_1120189.mp3,Oecanthus_pellucens,tier_2
16000,1,25.86,MP3,Tettigonia_cantans_IN228511545_1127854.mp3,Tettigonia_cantans,tier_2
44100,1,2.970702947845805,MP3,Roeseliana_roeselii_IN231265107_1141666.mp3,Roeseliana_roeselii,tier_2
44100,1,12.794195011337868,MP3,Tettigonia_viridissima_IN229752410_1134171.mp3,Tettigonia_viridissima,tier_2
44100,1,16.602267573696146,MP3,Pterophylla_camellifolia_IN227673070_1123511.mp3,Pterophylla_camellifolia,tier_1
48000,1,39.2,MP3,Tettigonia_caudata_IN94679306_304909.mp3,Tettigonia_caudata,tier_4
44100,1,7.500045351473923,MP3,Roeseliana_roeselii_IN228804268_1129456.mp3,Roeseliana_roeselii,tier_2
44100,1,31.880997732426305,MP3,Pseudochorthippus_parallelus_IN227123496_1120601.mp3,Pseudochorthippus_parallelus,tier_2
48000,1,10.858666666666666,MP3,Pycnogaster_jugicola_IN229968082_1135203.mp3,Pycnogaster_jugicola,tier_4
48000,1,15.808,MP3,Tettigonia_cantans_IN229129505_1131294.mp3,Tettigonia_cantans,tier_2
44100,1,19.82984126984127,MP3,Decticus_albifrons_IN229965694_1135190.mp3,Decticus_albifrons,tier_2
44100,1,18.44825396825397,WAV,Pterophylla_camellifolia_IN174603429_776870.wav,Pterophylla_camellifolia,tier_1
44100,1,12.144036281179138,MP3,Phaneroptera_nana_IN229544371_1133197.mp3,Phaneroptera_nana,tier_3
44100,1,12.979954648526077,MP3,Oecanthus_pellucens_IN228517951_1127890.mp3,Oecanthus_pellucens,tier_2
48000,1,14.037333333333333,MP3,Ornebius_aperta_IN223684102_1100125.mp3,Ornebius_aperta,tier_4
44100,1,9.079002267573696,MP3,Pterophylla_camellifolia_IN226808169_1118796.mp3,Pterophylla_camellifolia,tier_1
44100,1,11.702857142857143,MP3,Oecanthus_pellucens_IN228311101_1126837.mp3,Oecanthus_pellucens,tier_2
44100,1,11.865396825396825,MP3,Pseudochorthippus_parallelus_IN227986806_1125171.mp3,Pseudochorthippus_parallelus,tier_2
44100,1,14.02485260770975,MP3,Roeseliana_roeselii_IN228602244_1128348.mp3,Roeseliana_roeselii,tier_2
44100,1,35.34077097505669,MP3,Pterophylla_camellifolia_IN182131100_807927.mp3,Pterophylla_camellifolia,tier_1
44100,1,19.040362811791383,MP3,Decticus_albifrons_IN228402794_1127307.mp3,Decticus_albifrons,tier_2
